mol,id,top,target,predicted,prob,result,inputdata
41,4100,0,CCOC(=O)c1ccc2c(c1)CC(C)(C)C(c1cccc(N)c1)N2.O=C(Cl)N1CCOCC1,CCOC(=O)c1ccc2c(c1)CC(C)(C)C(c1cccc(N)c1)N2.O=C(Cl)N1CCOCC1,98,1,,CCOC(=O)c1ccc2c(c1)CC(C)(C)C(c1cccc(NC(=O)N3CCOCC3)c1)N2,CCOC(=O)c1ccc2c(c1)CC(C)(C)C(c1cccc(N)c1)N2.O=C(Cl)N1CCOCC1,error:CCOC(=O)c1ccc2c(c1)CC(C)(C)C(c1cccc(N)c1)N2.O=C=N1CCOCC1,CCOC(=O)c1ccc2c(c1)CC(C)(C)C(c1cccc(N)c1)N2.O=C(Cl)N1CCOCC1,CCOC(=O)c1ccc2c(c1)CC(C)(C)C(c1cccc(N)c1)N2.O=C(Cl)N1CCOCC1,error:CC1(C)Cc2cc(C(=O)OCC)ccc2NC1c1cccc(N)c1.O=C=N1CCOCC1,
42,4200,0,C=O.O=S(=O)(Nc1nncs1)c1cc(Cl)c(Oc2ccc(-c3ccccc3C(F)(F)F)cc2-c2ccnn2C2CNC2)cc1F,C=O.O=S(=O)(Nc1nncs1)c1cc(Cl)c(Oc2ccc(-c3ccccc3C(F)(F)F)cc2-c2ccnn2C2CNC2)cc1F,98,1,,,
43,4300,0,Cc1nc([C@H](CC2CC2)NC(=O)OC(C)(C)C)no1,Cc1nc([C@H](CC2CC2)NC(=O)OC(C)(C)C)no1,99,1,,,
44,4400,0,CCOC(=O)CCCc1sc(C(CC)c2ccc(CC(C)C)cc2)nc1O,CCOC(=O)CCCc1sc(C(CC)c2ccc(CC(C)C)cc2)nc1O,98,1,,,
45,4500,0,CCC1(C)C(=O)C(C(=O)NCC(=O)OC(C)(C)C)=C(O)c2cc(Cl)ccc21,CCC1(C)C(=O)C(C(=O)NCC(=O)OC(C)(C)C)=C(O)c2cc(Cl)ccc21,98,1,,,
46,4600,0,CC(C)(C)OC(=O)N1CCC(Oc2ccc3c(c2)NC(=O)CC3)CC1,CC(C)(C)OC(=O)N1CCC(Oc2ccc3c(c2)NC(=O)CC3)CC1,99,1,,,
47,4700,0,COC(=O)COc1ccc(C(=O)CN2CCN(c3ccncc3)CC2)cc1.N,NC(=O)COc1ccc(C(=O)CBr)cc1.c1cc(N2CCNCC2)ccn1,62,0,,,
48,4800,0,COc1ccccc1N1CCN(CCCCN)CC1.O=C(O)c1ccc2c(c1)Cc1ccccc1-2,COc1ccccc1N1CCN(CCCCN)CC1.O=C(O)c1ccc2c(c1)Cc1ccccc1-2,99,1,,,
49,4900,0,Cn1ccc(COc2ccc([N+](=O)[O-])c(NCc3ccc(OC(F)(F)F)cc3F)c2)n1,Cn1ccc(COc2ccc([N+](=O)[O-])c(NCc3ccc(OC(F)(F)F)cc3F)c2)n1,99,1,,,
50,5000,0,CC(C)(C)OC(=O)CBr.Cc1ccc(F)cc1C1CC(=O)NC(c2cccc(Cl)c2)C12C(=O)Nc1cc(Cl)ccc12,CC(C)(C)OC(=O)CBr.Cc1ccc(F)cc1C1CC(=O)NC(c2cccc(Cl)c2)C12C(=O)Nc1cc(Cl)ccc12,99,1,,,
51,5100,0,COc1ccc2c(c1OC)CCC2=O.NO,COc1ccc2c(c1OC)CCC2=O.NO,99,1,,,
52,5200,0,OCc1ccccc1.Oc1ccc(Br)nc1,Oc1ccc(Br)nc1.BrCc1ccccc1,99,0,,,
53,5300,0,CSc1nc(CS(C)(=O)=O)cc(OS(=O)(=O)C(F)(F)F)n1.C[C@H]1COC[C@@H](C)N1,CSc1nc(Cl)cc(CS(C)(=O)=O)n1.C[C@H]1COC[C@H](C)N1,95,0,,,
54,5400,0,O=[N+]([O-])c1ccccc1CCBr.c1ccc(N2CCNCC2)cc1,O=[N+]([O-])c1ccccc1CCBr.c1ccc(N2CCNCC2)cc1,95,1,,,
55,5500,0,C[C@@H]1CC2(CC[C@@H]1N1CCC(Cc3ccc(Cl)cc3Cl)C1=O)OCCO2,C[C@H]1C[C@H](O)CC[C@H]1N1CCC(Cc2ccc(Cl)cc2Cl)C1=O,46,0,,C[C@H]1CC(=O)CC[C@H]1N1CCC(Cc2ccc(Cl)cc2Cl)C1=O,C[C@H]1CC2(CC[C@H]1N1CCC(Cc3ccc(Cl)cc3Cl)C1=O)OCCO2,C[C@H]1CC2(CC[C@@H]1N1CCC(Cc3ccc(Cl)cc3Cl)C1=O)OCCO2,error:C[C@H]1C[C@@H]2CC[C@H](N3CCC(Cc4ccc(Cl)cc4Cl)C3=O)[C@H]1CC1(CC1)OCCO1,C[C@H]1C[C@@H]2CC[C@H](N3CCC(Cc4ccc(Cl)cc4Cl)C3=O)[C@H]1CCC2=O,C[C@H]1C[C@@H]2CC[C@H](N3CCC(Cc4ccc(Cl)cc4Cl)C3=O)[C@H]1CC[C@@H]2O,
56,5600,0,CC(C)(C)OC(=O)N1CCC(C)(C(=O)O)CC1.On1nnc2ccccc21,N.CC(C)(C)OC(=O)N1CCC(C)(C(=O)O)CC1,99,0,,,
57,5700,0,CC(C)(C)OC(=O)N1CCC[C@@H]1Cn1c(NC(=O)c2ccc(C(F)F)s2)nc2cc(CO)ccc21,CC(C)(C)OC(=O)N1CCC[C@H]1Cn1c(NC(=O)c2ccc(C(F)F)s2)nc2cc(CO)ccc21,65,0,,,
58,5800,0,CC1CN(C(=O)OC(C)(C)C)CCC1=O.[Li]CCCC,CC(C)(C)[O-].CC1CN(C(=O)OC(C)(C)C)CCC1=O,99,0,,,
59,5900,0,CC1(C)OCC[C@@H](C(C)(C)C=O)O1.C[Mg+],CC1(C)OCC[C@@H](C(C)(C)C=O)O1.C[Mg+],96,1,,,
60,6000,0,CCOC(=O)C=CC(C)=CCOC(C)=O,CCOC(=O)C=CC(C)=CC=O,99,0,,,
61,6100,0,CC(C)(C)OC(=O)N1CCN(Cc2c[nH]c(=O)c3ccc(Br)cc23)CC1.CC(C)(C)[Si](C)(C)OCC1(COS(C)(=O)=O)CCC1,CC(C)(C)[Si](C)(C)OCC1(Cn2cc(C=O)c3cc(Br)ccc3c2=O)CCC1.CC(C)(C)OC(=O)N1CCNCC1,94,0,,,
62,6200,0,Cn1ncnc1COc1nn2c(-c3ccccc3F)nncc2c1Br.OB(O)c1cccc(C(F)(F)F)c1,Cn1ncnc1CO.Oc1nn2c(-c3ccccc3F)nncc2c1-c1cccc(C(F)(F)F)c1,99,0,,,
63,6300,0,CCCN(C(=O)c1nc2ccccc2[nH]1)[C@H]1C[C@@H](C(=O)N2CCOCC2)CN(C(=O)OC(C)(C)C)C1.COCCCCOS(C)(=O)=O,COCCCCn1c(C(=O)O)nc2ccccc21.CCCN[C@H]1C[C@@H](C(=O)N2CCOCC2)CN(C(=O)OC(C)(C)C)C1,66,0,,,
64,6400,0,CCOC(=O)c1cccc(-c2ccc(CBr)cc2)c1,CCOC(=O)c1ccccc1-c1cccc(C)c1.O=C1CCC(=O)N1Br,99,0,,,
65,6500,0,CNN.Nc1cc(-n2cc(C(=O)O)c(=O)c3cc([N+](=O)[O-])c(F)cc32)c(F)cc1F,Nc1cc(-n2cc(C(=O)O)c(=O)c3cc([N+](=O)[O-])c(Cl)cc32)c(F)cc1F.CNN,50,0,,,
66,6600,0,CC(C)(CCl)c1cc(Br)ccc1O,Cc1coc2ccc(Br)cc12,76,0,,,
67,6700,0,Cn1nccc1-c1ccc(C(=O)N[C@@H](Cc2ccccc2C(F)(F)F)CN2C(=O)c3ccccc3C2=O)cc1F,Cn1nccc1-c1ccc(C(=O)N[C@H](CNC(=O)OC(C)(C)C)Cc2ccccc2C(F)(F)F)cc1F,99,0,,,
68,6800,0,N.Cn1cncc1C(Cl)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,Cn1cncc1C(NC(=O)OC(C)(C)C)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,98,0,,Cn1cncc1C(N)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,Cn1cncc1C(NC(=O)OC(C)(C)C)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,Cn1cncc1C(NC(=O)OC(C)(C)C)(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,CI.Cn1cncc1C(N)(c1ccoc1)c1ccc2[nH]c(=O)cc(-c3cccc(Cl)c3)c2c1,error:Cn1cncc1C(NC(=O)OC(C)(C)C)(c1cccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,Cn1cncc1C(N=[N+]=[N-])(c1ccoc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,
69,6900,0,CCOC(=O)C(CS)c1ccc(NC(=N)N)cc1,CC(=O)SCC(C(=O)O)c1ccc(NC(=N)N)cc1,99,0,,,
70,7000,0,COc1ccc(F)cc1B(O)O.O=S(=O)(Nc1cccc(-c2nnn[nH]2)c1)c1ccc(Br)s1,COc1ccc(F)cc1-c1ccc(S(=O)(=O)Nc2cccc(C#N)c2)s1.[N-]=[N+]=[N-],98,0,,,
71,7100,0,N#Cc1ccc(NC(=O)c2nc3ccccc3o2)c(C(=O)OCc2ccccc2)c1,COC(=O)c1cc(C#N)ccc1NC(=O)c1nc2ccccc2o1,99,0,,,
72,7200,0,COc1ccc(B(O)O)cn1.CS(=O)(=O)N1CCN(CCCOc2ccc3c(c2)C(=O)C(Br)=C3c2ccc(F)cc2F)CC1,COc1ccc(C2=C(c3ccc(F)cc3F)c3ccc(OCCCBr)cc3C2=O)cn1.CS(=O)(=O)N1CCNCC1,66,0,,,
73,7300,0,CC1(C)OB(c2cccc(NS(C)(=O)=O)c2)OC1(C)C.Nc1nnc(Br)c(-c2ccccc2)n1,Nc1cccc(-c2nnc(N)nc2-c2ccccc2)c1.CS(=O)(=O)Cl,93,0,,,
74,7400,0,BrCCCOc1cccc2ccccc12.COc1ccc(N2CCNCC2)cc1,BrCCCOc1cccc2ccccc12.COc1ccc(N2CCNCC2)cc1,95,1,,,
75,7500,0,O=C1OC(=O)C2C3C=CC(C3)C12,O=C(O)C1C2CCC(C2)C1C(=O)O,91,0,,O=C1OC(=O)C2C3CCC(C3)C12,O=C(O)C1C2CCC1C2,O=C(O)C1C2CCC(C2)C1C(=O)O,error:O=C1OC(=O)C=C1C1CCC(C1)C2,O=C(O)C1C2CCC1C2.O=C([O-])O,O=C(O)C1C2CCC1C2.O=C1CC(C(=O)O)C(=O)O1,
76,7600,0,Clc1cccc2c(CBr)csc12.OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,Clc1cccc2c(CBr)csc12.OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,96,1,,,
77,7700,0,CC1(C)OB(c2ccc3c(c2)CCCO3)OC1(C)C.COC(=O)C(OC(C)(C)C)c1cc([N+](=O)[O-])ccc1Cl,COC(=O)C(OC(C)(C)C)c1cc([N+](=O)[O-])ccc1Br.CC1(C)OB(c2ccc3c(c2)CCCO3)OC1(C)C,83,0,,,
78,7800,0,O=C(CCCCl)c1ccccc1.[N-]=[N+]=[N-],O=C(CCCBr)c1ccccc1.[N-]=[N+]=[N-],99,0,,,
79,7900,0,CC(=O)OCCn1cc(-c2ccc(=O)n(Cc3cccc(-c4ncc(OCCN5CCOCC5)cn4)c3)n2)cn1,CC1(C)OB(c2cnn(CCO)c2)OC1(C)C.O=c1ccc(Cl)nn1Cc1cccc(-c2ncc(OCCN3CCOCC3)cn2)c1,98,0,,,
80,8000,0,CO.O=C(O)c1cc(C(F)(F)F)ccc1Sc1ccccc1,COC(=O)c1cc(C(F)(F)F)ccc1Cl.Sc1ccccc1,99,0,,,
81,8100,0,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(N)Cc1ccc(-c2nccs2)cc1.COC(=O)N[C@H](C(=O)O)C(C)C,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(N)Cc1ccc(-c2nccs2)cc1.COC(=O)N[C@H](C(=O)O)C(C)C,35,0,,,
82,8200,0,COC(=O)c1ccc(NC(=O)c2ccc3c(c2)NCCO3)nc1.COc1ccc(Cl)cc1S(=O)(=O)Cl,COC(=O)c1ccc(N)nc1.COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2ccc(C(=O)O)cc21,99,0,,,
83,8300,0,COC(=O)/C=C/c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,CCOC(=O)/C=C/c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,99,0,,O=C(O)/C=C/c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,CCOC(=O)/C=C/c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,COC(=O)/C=C/c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,CC(C)(C)OC(=O)/C=C/c1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,error:CCOC(=O)/C=C/c1ccc(CNC23CC4CC(Cl)CC(C4)C2)cc1,error:COC(=O)/C=C/c1ccc(CNC23CC4CC(Cl)CC(C4)C2)cc1,
84,8400,0,Cc1c[nH]c2c1C(=O)CC(C)(C)C2.Nc1ncc(Br)c2cc(F)ccc12,Cc1c[nH]c2c1C(=O)CC(C)(C)C2.Nc1ncc(Br)c2cc(F)ccc12,89,1,,,
85,8500,0,CC(C)CC(NC(CCN1C(=O)c2cc3ccccc3cc2C1=O)C(=O)OC(C)(C)C)C(=O)NCCN1CCOCC1,COC(=O)[C@H](CCN1C(=O)c2cc3ccccc3cc2C1=O)N[C@@H](CC(C)C)C(=O)NCCN1CCOCC1,98,0,,,
86,8600,0,Cc1ccoc1C(=O)Nc1cccc(C(=O)c2ccc3c(c2)NC(=O)C3=CO)c1.Nc1ccc(CCN2CCCC2)cc1,Cc1ccoc1C(=O)Nc1cccc(C(=O)c2ccc3c(c2)NC(=O)C3=CO)c1.Nc1ccc(CCN2CCCC2)cc1,99,1,,,
87,8700,0,C=C(CNC(=O)OC(C)(C)C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,C=C(CNC(=O)OC(C)(C)C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,99,1,,,
88,8800,0,C=CCc1c(F)c(F)c(CO)c(F)c1F.CC(C#N)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,CC(C#N)=C[C@H]1[C@H](C(=O)O)C1(C)C.C=CCc1c(F)c(F)c(CO)c(F)c1F,68,0,,,
89,8900,0,CCCCNCCCC.O=C1c2ccccc2-n2cnc(-c3noc(CCl)n3)c2[C@@H]2CCN12,CCCCNCCCC.O=C1c2ccccc2-n2cnc(-c3noc(CCl)n3)c2[C@@H]2CCN12,97,1,,,
90,9000,0,CS(=O)(=O)O[C@@H]1C[C@@H](C(=O)CBr)N(C(=O)OCc2ccc([N+](=O)[O-])cc2)C1.NC(N)=S,CC(C)(C)OC(=O)Nc1nc([C@@H]2C[C@@H](OS(C)(=O)=O)CN2C(=O)OCc2ccc([N+](=O)[O-])cc2)cs1,56,0,,,
91,9100,0,Cc1cc(Nc2ncnc3cccc(F)c23)ccc1O.NCCO,Cc1cc(Nc2ncnc3cccc(OCCNC(=O)OC(C)(C)C)c23)ccc1O,99,0,,,
92,9200,0,BrCc1ccccc1.Cc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)c2ncc[nH]2)cc2cn[nH]c12,Cc1cc(CC(N)c2nccn2Cc2ccccc2)cc2cn[nH]c12.O=C(Cl)N1CCC(N2Cc3ccccc3NC2=O)CC1,23,0,,,
93,9300,0,CC(=O)O[C@@H]1O[C@H](CCl)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)Cl.CC(=O)O[C@H]1[C@@H](O)O[C@H](C)[C@H]1OC(C)=O,37,0,,,
94,9400,0,Nc1ccccc1.O=C(N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12,N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)Nc1ccccc1.O=C(O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12,53,0,,,
95,9500,0,CNCc1cccc(Br)c1.O=C(O)c1cccc(S(=O)(=O)Cl)c1,CNCc1cccc(Br)c1.O=C(O)c1cccc(S(=O)(=O)Cl)c1,98,1,,,
96,9600,0,CCC1(CCCCCl)C(=O)Nc2c(Cl)cc(Cl)cc21.Clc1ccc(N2CCNCC2)cc1Cl,CCC1(CCCCCl)C(=O)Nc2c(Cl)cc(Cl)cc21.Clc1ccc(N2CCNCC2)cc1Cl,89,1,,,
97,9700,0,C1CNCCN1.Fc1cncc(Cl)c1I,Fc1cncc(Cl)c1Cl.C1CNCCN1,99,0,,,
98,9800,0,C#CCO.CCOC(=O)CBr,C#CCBr.CCOC(=O)CO,99,0,,,
99,9900,0,CC(C)CNC[C@@H]1CCCN1C(=O)OC(C)(C)C.O=Cc1cc(Cl)cc(Cl)c1,CC(C)(C)OC(=O)N1CCC[C@H]1CNCc1cc(Cl)cc(Cl)c1.CC(C)C=O,90,0,,,
100,10000,0,N#CCc1cccc(NC(=O)c2cccc(Br)n2)c1.OB(O)c1cccc(F)c1,N#CCc1cccc(N)c1.O=C(O)c1cccc(-c2cccc(F)c2)n1,75,0,,,
101,10100,0,Cc1c(N(Cc2ccccc2)Cc2ccc(Oc3cccc(O)c3)cc2)cccc1[N+](=O)[O-].O=C1c2ccccc2C(=O)N1CCCO,Cc1c(N(Cc2ccccc2)Cc2ccc(Oc3cccc(O)c3)cc2)cccc1[N+](=O)[O-].O=C1c2ccccc2C(=O)N1CCCBr,62,0,,,
102,10200,0,CC(C)(C)OC(=O)n1c(CN(CCn2ccnc2)C2CCCc3cccnc32)nc2ccccc21,ClCc1nc2ccccc2[nH]1.c1cnc2c(c1)CCCC2NCCn1ccnc1,60,0,,,
103,10300,0,Cc1cc(CCl)ccc1[N+](=O)[O-].O=C1NC(=O)c2ccccc21,Cc1cc(CBr)ccc1[N+](=O)[O-].O=C1NC(=O)c2ccccc21,99,0,,,
104,10400,0,C=CC(O)CO.Cc1ccc(S(=O)(=O)Cl)cc1,C=CC(O)CO.Cc1ccc(S(=O)(=O)Cl)cc1,99,1,,,
105,10500,0,C=O.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1,CNCCN1CCNC1=C(C#N)C#N.O=Cc1ccc(CN2CCCCC2)o1,96,0,,,
